Problem_ID,y_Target,Newton_absTime,Newton_iterSteps,GMGF_absTime,GMGF_iterSteps
P_2467b7c6a099d36,0.942867,0.030978,822,0.111353,1500
P_553acee9367df3c4,5.12103,0.000512,7,0.001516,7
P_3888e8b63c761903,-1.29989,0.000382,7,0.00059,6
P_759229abcd28b540,-5759.07,0.002087,35,0.00359,35
P_52741cea490cbb53,0.671613,0.000365,5,0.000584,4
P_6b6fba679348020e,-2500,0.003076,72,0.0011,21
P_7f8507462be73a6d,  2500
-(----)
   3,0.000317,5,0.000318,5
P_4ed8cef90a6249b8,11.4628,0.000393,6,0.001067,9
P_5480883cc302f1da,-0.869174,0.000404,5,0.001183,11
P_41e3a11acba034dd,2500
----
 3,0.000433,7,0.00061,7
P_79160d2961d745d,12.1761,0.000491,8,0.026843,281
P_6818c0f16656a3b5,59.5434,0.000334,6,0.000257,6
P_296c893417f4640f,13.9612,0.000352,5,0.000482,5
P_1c0357fe4d8a9a74,1.81394,0.000804,10,0.0012,13
P_133c6922e3d603a8,10000
-----
  3,0.042663,927,0.061029,997
P_18cdc65975ef1,  20000
-(-----)
    3,0.00063,11,0.000885,11
P_2786bd386db8eee5,0.229775,0.000366,5,0.000452,4
P_105464a1b68181f1,27500
-----
  3,0.000326,3,0.001101,12
P_318242d1846be8e8,-1.,0.000229,1,0.00062,7
P_13fb43469dd07931,71.1121,0.048334,1500,0.036612,1500
P_777a7bfc79dff639,0.462781,0.003808,105,0.122206,1500
P_4e3b08e8c62c7f15,-2.3525,0.037594,936,0.00021,2
P_609f02e867680aa7,-2.70063,0.000396,7,0.000453,5
P_38ed4e2093bd8b7e,0.00383067,0.000415,6,0.000584,6
P_208e6fdb6084382a,44.7697,0.000385,7,0.000394,12
P_5645486e49215812,-9.49544,0.075,1500,0.002585,20
P_82ce5362797b520,375.901,0.000347,4,0.000794,29
P_55824139ae220ee5,0.,0.004125,113,0.003524,36
P_13df4c46a7fbd712,5.91354,0.000344,5,0.000364,6
P_b0ba1e9ddd17d6e,35.2274,0.000418,8,0.000308,8
P_6f707b41db8b53c3,56.8301,0.048144,1500,0.036564,1500
P_38b981bac02a29d3,-17.3944,0.000903,17,0.276317,1500
P_379b87bd1f7bc45f,1.96273,0.005378,148,0.000803,8
P_d0f43b667edc090,0.127375,0.000695,8,0.001852,8
P_4bd26061dc225ff9,0.913919,0.001196,27,0.000515,6
P_6d138261d36c4960,-109.569,0.000947,14,0.002682,14
P_1950fc2e619dded5,-29.7108,0.000653,9,0.002089,23
P_759229abcd28b540,-1010.4,0.000726,10,0.001205,10
P_77fbaa7742a665e9,-0.650934,0.000332,5,0.000351,5
P_1c46894ea0b616f3,4.03239,0.000446,8,0.075909,1500
P_19db1995b3211367,0.637841,0.000457,6,0.000357,5
P_1de5c0b660fdf149,38.2475,0.000611,14,0.000472,14
P_79160d2961d745d,13.6604,0.000505,8,0.017518,181
P_5769eb3dc8badeff,0.504943,0.000433,6,0.000791,6
P_7f8507462be73a6d,0,0.000387,5,0.002674,69
P_39fe2bde799ab90,-3754.19,0.000383,6,0.0003,6
P_105464a1b68181f1,5000,0.000373,4,0.000991,11
P_2a2582ff07b4aeec,-11.3658,0.000684,12,0.000976,8
P_4c4def8fd2ed777d,114.881,0.000365,4,0.000202,4
P_1f97e475c99b051f,101.712,0.000343,5,0.000239,5
P_603f7f1079581d1a,17500
-----
  3,0.000534,8,0.000971,8
P_3a470049daf73850,0.0670532,0.000392,5,0.000419,4
P_5a42e42dde67eb3d,-0.416461,0.000444,8,0.000707,6
P_302de37fd0d58836,20.5928,0.048443,1500,0.041759,1500
P_12d7f435de135fc2,-0.671236,0.000334,5,0.000385,4
P_2ad19bb50783d979,2.31027,0.099761,1500,0.124794,1500
P_b9af5ef3af29935,-10000,0.000434,8,0.000394,8
P_42050258b8771095,-3.31258,0.000338,5,0.000228,5
P_1553e6f365232b4a,35.6317,0.048313,1500,0.038685,1500
P_155c32f4ae9512d2,119.077,0.000437,9,0.000359,10
P_38a74833335b6c8f,0.0781858,0.000402,5,0.000403,4
P_64682e05c8c9d6c4,3510.81,0.0004,7,0.000273,7
P_6a5b0a3f6462fe0f,0.185326,0.000567,8,0.007648,89
P_6ca88c5c98f9fe82,-2.74852,0.000326,5,0.000308,5
P_5ae23bf20c7277c0,0,0.000575,12,0.001804,10
P_2a2582ff07b4aeec,-10.309,0.000604,10,0.000833,7
P_2f1521d3dbc18a64,0.250452,0.000394,6,0.000539,5
P_59e860a961394ca4,-2.31408,0.000436,6,0.00032,6
P_239b8a6efa241456,20.2568,0.001566,44,0.000358,9
P_410f1793eb3e1023,-1.27499,0.000393,6,0.00031,5
P_356c3874077657e3,-3.46598,0.000402,7,0.000676,6
P_314b66c4a0aa4081,28.1498,0.002125,60,0.000369,10
P_2bfdf4cc2f98921c,0.344487,0.000504,8,0.001391,10
P_7b1db6d9b3415b5c,-9583.37,0.014365,358,0.004319,51
P_7ba54870f9955a44,-0.425474,0.000361,6,0.000567,5
P_5fa09c01b9b80c10,41.0678,0.000422,6,0.001871,6
P_673d2666e81f1e8d,1.17997,0.000659,11,0.001122,4
P_208c5de0c569e162,17.5358,0.000316,5,0.000245,5
P_63513568e289a10d,0.0911969,0.000332,4,0.000658,4
P_53025cf6c94b8f7f,8.89727,0.048383,1500,0.041515,1500
P_f3c151a17304418,2077.96,0.000474,8,0.000372,8
P_3b62c8dc978c8dda,8.48307,0.000373,7,0.000365,7
P_655ffebc9665005d,0.303298,0.000452,7,0.000542,6
P_2a3e2d3c3244ac54,  25000
-(-----)
    3,0.000456,7,0.000737,8
P_1f97e475c99b051f,122.383,0.000452,8,0.000297,8
P_1ee73b659afbaf7a,106.126,0.000336,6,0.000251,6
P_77262b9c680732f4,3.16359,0.001271,30,0.000276,6
P_155c32f4ae9512d2,45.7867,0.000366,7,0.000746,26
P_157ac4730b0de7b3,0.482331,0.007214,159,0.010467,113
P_518d8442ab0ada6b,45.0416,0.000475,8,0.000343,10
P_13ec720b0e9a9c19,1.92947,0.000362,6,0.000452,6
P_4b04dc8f8246a3a3,9583.13,0.001508,38,0.000607,13
P_48f1993cdefbe1d4,0.480326,0.000362,6,0.000299,4
P_5e05284159050d05,9.17435,0.000506,8,0.01812,101
P_5645486e49215812,-8.20671,0.075748,1500,0.072432,634
P_3d3172ce9768f7ff,7500.,0.000502,7,0.000353,7
P_36a677eb2560ef4b,12.684,0.000756,19,0.000345,7
P_3ee7ce4e6c5ecda1,-699.892,0.000528,11,0.000499,11
P_49d5322b2f79676d,9397.48,0.000437,7,0.000567,7
P_356c3874077657e3,-4.66885,0.0004,7,0.000664,6
P_6ca88c5c98f9fe82,-2.28127,0.000325,5,0.000307,5
P_14f7e1a6527471fe,0.0983729,0.000467,7,0.00096,6
P_4c72c8631e47d3ee,36.3586,0.000331,5,0.00025,5
P_7173b244acf4dd62,0.248228,0.000469,7,0.000509,5
P_68d961e9247bc53c,0.181493,0.000604,13,0.000494,6
P_6ccfe50efde89153,46.0786,0.000405,6,0.000271,6
P_322aebbf8cf96037,0.219571,0.000437,6,0.001405,13
P_4129cdbf47ff74e,11.2611,0.000457,6,0.000522,6
P_59d00c5fed9acfab,0.11385,0.000478,7,0.000707,6
P_7f6508557fcc0299,  27500
-(-----)
    3,0.000427,6,0.000296,6
P_58e8d15798883bbe,-6.17304,0.000336,6,0.00045,13
P_467d1d96d1cd1751,5830.65,0.000527,10,0.000342,10
P_5ae23bf20c7277c0,2500
----
 3,0.00048,8,0.001458,8
P_75c2c8374c5aecdd,-1.09936,0.000587,10,0.000707,6
P_77c894cae29c41f4,32.4024,0.000311,5,0.000236,5
P_6c5fdc370e078504,0.361374,0.00033,4,0.000432,4
P_54c3b3d96c8be28f,0,0.000396,7,0.000766,6
P_75589d8ad93e2435,-291.914,0.001417,28,0.149126,1500
P_38ed4e2093bd8b7e,-1.89826,0.059859,1500,0.095602,1500
P_62515f67253729bb,2774.22,0.000539,9,0.083309,1500
P_32b2e9a02c7ab470,19.1167,0.000411,8,0.00031,8
P_20c84a02474f56e,9583.24,0.012355,307,0.001211,25
P_3a7e758a0243d768,-2.16539,0.000357,6,0.000625,6
P_54c3b3d96c8be28f,7500,0.051833,1500,0.124986,1500
P_26c7c3501361a0b9,-2503.03,0.002183,57,0.000418,7
P_12d7f435de135fc2,-0.753721,0.000322,5,0.000386,4
P_6111d476e6d15e6,8.53943,0.001772,49,0.000277,6
P_79db32a3bd518916,0.0725171,0.000446,5,0.007673,35
P_553e04c2afb72c54,-5.82754,0.071738,1500,0.200356,1500
P_6ca305fe9daed22a,0.333429,0.00037,5,0.000861,5
P_74ab2389b40f3124,0.86583,0.000405,5,0.000357,5
P_55824139ae220ee5,2.87496,0.000446,7,0.000622,5
P_b29cb5b81f4e78f,-0.994918,0.000329,5,0.000854,5
P_632be6a899d005c8,-3.19387,0.000468,6,0.000306,6
P_105464a1b68181f1,12500
-----
  3,0.000381,4,0.00215,27
P_208c5de0c569e162,29.0785,0.000343,6,0.000259,6
P_63ac521f304f6cac,45.8213,0.000337,6,0.000261,6
P_2e7c49e68c2f1e9c,0.31634,0.000349,6,0.000657,5
P_13ec720b0e9a9c19,2.9093,0.049137,1500,0.076381,1500
P_7d396056c0206f06,0.837519,0.000364,5,0.000637,5
P_7ea296c3b3b11b90,32.3876,0.000932,21,0.000627,21
P_538e8aa09f4aff15,0.660592,0.000452,7,0.000823,6
P_23c07aad09ee7328,71.4092,0.00038,7,0.000272,7
P_1ca47e554c4304af,-0.248649,0.000354,6,0.003946,8
P_350acba1d8e0b206,-0.290676,0.000903,21,0.000723,7
P_124b93cdb1863207,-199.572,0.063012,1500,0.195466,1500
P_26aaa5da622880bc,18.472,0.002735,76,0.000416,11
P_3888e8b63c761903,-1.09991,0.000392,7,0.000504,6
P_75589d8ad93e2435,-1475.18,0.005958,135,0.148421,1500
P_36dd4c16177b360e,-6667.48,0.001348,28,0.001739,28
P_1f8ee3cff5b90a74,7499.5,0.000476,6,0.000462,6
P_136202a179685817,4.79855,0.048489,1500,0.053019,1500
P_b29cb5b81f4e78f,-2.24333,0.000357,6,0.000981,6
P_133c6922e3d603a8,2500,0.031206,759,0.040881,759
P_356900fc301cae8f,-3.02045,0.048457,1500,0.036554,1500
P_20e6ef3ef5f52d58,  5000
-(----)
   3,0.00163,41,0.005298,44
P_18cdc65975ef1,5000,0.000382,5,0.000476,5
P_26c7c3501361a0b9,-2919.53,0.00221,59,0.000417,7
P_1329ea087d6e0b97,0.0708622,0.000382,5,0.000856,6
P_2acd27603a6bd44,-5000,0.001773,46,0.001261,29
P_6dc5742367a4c8c7,0.681359,0.000326,5,0.0005,4
P_53de151289f71833,20.5233,0.000415,8,0.000372,7
P_75589d8ad93e2435,-2066.81,0.012482,292,0.149394,1500
P_2ce58c89c1b62990,66.9962,0.000476,9,0.00037,11
P_2c4a2fd8a510c8e3,-2.93073,0.000493,6,0.002644,6
P_45c1bd926bea83d3,414.056,0.001797,47,0.001841,47
P_74ab2389b40f3124,1.18525,0.002529,68,0.000324,5
P_345d4c06bd445e7e,5000,0.000529,7,0.000484,7
P_206cfe2f4188dd31,-3659.15,0.000697,12,0.000537,12
P_2bfdf4cc2f98921c,0.325026,0.000557,9,0.003547,29
P_7b39c2bf10c8e206,-2980.84,0.000424,7,0.000493,7
P_d30a0e49388cb44,5417.79,0.000406,6,0.000405,6
P_944be7bb2ee0d73,-0.750684,0.000416,5,0.000346,5
P_1a88481effcaeefe,-2.16758,0.000367,6,0.00049,6
P_300b5fa3d3998689,1.84956,0.003904,106,0.000316,5
P_6111d476e6d15e6,15.1765,0.001624,45,0.000265,6
P_71c07a846ad6db09,38.7689,0.000342,6,0.000263,6
P_b29cb5b81f4e78f,-1.74397,0.000323,5,0.000862,5
P_3c8eb5511f121251,-0.43436,0.000365,6,0.000541,5
P_24af5bff6329ef81,1.02337,0.000344,6,0.000436,5
P_5c8f8531e039a39b,24.4659,0.000373,6,0.000364,10
P_4ed865acd408df01,0.102501,0.000389,7,0.000657,6
P_1329ea087d6e0b97,0.0902766,0.000388,5,0.000808,6
P_7bda93f7fbb804ce,-0.167387,0.001322,33,0.04481,527
P_5fa09c01b9b80c10,33.6226,0.000426,6,0.00187,6
P_44950a809fe20184,13.5771,0.000769,18,0.000335,7
P_6f2007401c217365,1.12331,0.000498,8,0.003591,42
P_700d90135dacc96f,-1.22583,0.000471,9,0.000435,5
P_4943b94ea7891dbd,-6.15376,0.000366,5,0.000609,5
P_77b0f82d32b5fb7f,25.663,0.049113,1500,0.038528,1500
P_542ca16c3c2f73f2,-4581.76,0.000736,16,0.000665,16
P_700d90135dacc96f,-1.28439,0.000455,9,0.000487,6
P_3f7555b82e1af69e,5.22501,0.000414,6,0.001429,6
P_74df775bbd5383f7,  20000
-(-----)
    3,0.000857,18,0.002116,18
P_27143b1e629499cc,1315.76,0.000491,10,0.000352,10
P_639af7495bdb8633,15148.8,0.000332,4,0.000413,13
P_563a3add2adb8588,2613.88,0.049627,1500,0.036112,1500
P_4049e84ae5dda77c,26.4545,0.047758,1500,0.041337,1500
P_8fad95fdd3f1c6c,4.70814,0.048249,1500,0.053616,1500
P_2aa89af5cf835080,356.099,0.000531,11,0.000365,11
P_5a895185bd87f531,32.6657,0.000339,6,0.000298,8
P_36a36a8816353aef,0.072313,0.000377,5,0.000413,4
P_4ec4c6a6987e70f9,32.7334,0.000375,7,0.000302,7
P_68d961e9247bc53c,0.483982,0.001512,40,0.000496,6
P_52741cea490cbb53,0.535794,0.000995,12,0.000503,3
P_60ed17a9d7c1c9b,3.76017,0.000383,5,0.000359,5
P_518d8442ab0ada6b,-4.57533,0.049573,1500,0.036655,1500
P_379b87bd1f7bc45f,0.744865,0.002169,56,0.00063,6
P_23c07aad09ee7328,64.0528,0.000317,5,0.000222,5
P_453ee61b4a392628,18.0059,0.000736,9,0.00167,8
P_23c07aad09ee7328,75.0874,0.000345,6,0.000242,6
P_75fce041f1f7c7da,13456.3,0.000332,4,0.000983,37
P_5d5ccb30b5a01d70,6298.42,0.000383,6,0.000245,6
P_39f396f95911d5c5,60.9417,0.000726,18,0.000539,18
P_6b0f998422a4ec30,0.0869991,0.000419,6,0.000481,5
P_42e52188c68bc46a,4.3951,0.000399,6,0.000527,6
P_234dcb8428bf30d6,3335.84,0.003553,79,0.000695,16
P_639af7495bdb8633,24079.7,0.000335,4,0.00065,23
P_765f2b0fd4e952c3,40.6355,0.000882,14,0.003317,14
P_5658f9514bfb2843,-15.0098,0.000769,10,0.00456,24
P_553e04c2afb72c54,-42.659,0.000561,8,0.02058,155
P_77027e42c6f919b,4.20831,0.000378,7,0.000419,7
P_54861f9692c391f1,26031.4,0.000432,8,0.000299,8
P_7e7ee7e7bb056614,2.96575,0.003656,70,0.408974,1500
P_8fad95fdd3f1c6c,6.02359,0.000828,21,0.000391,7
P_62515f67253729bb,840.122,0.000346,3,0.082841,1500
P_78b855dc80263a31,-2.60682,0.000434,8,0.00063,6
P_36a677eb2560ef4b,8.09093,0.048451,1500,0.000381,8
P_6226bc1ef333e23c,-362.84,0.000474,9,0.000756,9
P_515e30cd4bf3a203,13.1794,0.048538,1500,0.03968,1500
P_45b8ecd03a5d25a8,18.4552,0.000399,6,0.000287,6
P_518d8442ab0ada6b,-1.03126,0.000422,8,0.000521,17
P_11d54e57b5b1b7d0,14591.5,0.000383,7,0.000278,7
P_3703086e324e0ec7,-1.00731,0.000376,5,0.000458,5
P_433a2e90dd54647c,1.43248,0.000418,7,0.000377,6
P_11fa00850be3f21d,3747.93,0.000364,5,0.000324,5
P_7b39c2bf10c8e206,611.378,0.00039,6,0.000448,6
P_989ea68f98e618c,2.36758,0.000336,6,0.000428,5
P_5e38b148e9be78a5,-3.90552,0.000498,6,0.00098,6
P_5ac45a3053ff2d0e,0.202582,0.000494,6,0.001363,6
P_1babec2d41ca3e0e,40.8497,0.000376,7,0.000318,9
P_544de9b76fc3d5e3,  2500
-(----)
   3,0.000407,6,0.000763,6
P_38a74833335b6c8f,0.0716204,0.000387,5,0.000401,4
P_4ca971d3e04f36e5,-4997.21,0.000374,5,0.000327,5
P_362502cd6b5d9f66,1751.24,0.000823,13,0.000668,9
P_3ab661537d1933b5,0.913461,0.063508,1500,0.005228,26
P_39fe2bde799ab90,-4170.58,0.000389,6,0.000372,6
P_208e6fdb6084382a,14.6819,0.000406,8,0.000442,14
P_7cc965f904d9aed,2.50458,0.000454,6,0.290532,1500
P_62ec84005831faf4,5.68817,0.000426,6,0.000381,6
P_78b855dc80263a31,-2.18934,0.000719,16,0.000607,6
P_6a071ad852d09cba,-7500,0.00053,9,0.073385,1500
P_78b855dc80263a31,-3.0243,0.000432,8,0.000602,5
P_4b36bfa0817ba91e,-17.5505,0.000576,7,0.000442,7
P_6c4758cc2fe36893,2.42818,0.000565,12,0.000531,7
P_7218b8ff6a526ad7,44.9939,0.000445,7,0.000287,7
P_52cb00726dafd64c,7959.2,0.000521,11,0.000363,11
P_302de37fd0d58836,34.6658,0.000436,9,0.000306,6
P_553e04c2afb72c54,-25.9174,0.07137,1500,0.025386,189
P_b93a695eb979011,0.106532,0.000365,6,0.000319,4
P_6ad7b778ebb28eec,14.3333,0.000427,5,0.001791,5
P_490273d8d26f6180,1.86985,0.000607,10,0.001033,10
P_6988dee1334a79b2,-1.05213,0.000606,9,0.000935,8
P_758afeee62d4c4f6,2.29278,0.00052,8,0.001998,6
P_989ea68f98e618c,1.04462,0.000488,8,0.000513,7
P_105464a1b68181f1,10000,0.000341,3,0.001272,15
P_433a2e90dd54647c,2.00757,0.011587,331,0.000356,6
P_2562d5e957be719a,-0.71136,0.000432,7,0.005234,33
P_77fbaa7742a665e9,-0.589888,0.000327,5,0.000347,5
P_fdac17d82fd08ae,0.15433,0.000436,6,0.000438,5
P_3c61161622dc06da,0,0.000439,6,0.000303,6
P_34cf9a94b2172309,0.193436,0.000376,3,0.003172,12
P_27dd7a931a8f192c,  12500
-(-----)
    3,0.000398,6,0.000319,6
P_46a963189f2a723e,0.78988,0.000522,6,0.000837,6
P_9daf33d99847937,23.9658,0.000406,6,0.000261,6
P_462a2b4971364a85,1839.45,0.000542,11,0.000369,11
P_14a6da9819dff552,  20000
-(-----)
    3,0.001645,33,0.002159,33
P_124b93cdb1863207,-20.4505,0.00043,6,0.001065,6
P_2df6edb776c5a32a,240.07,0.000326,5,0.000222,5
P_2562d5e957be719a,-1.85961,0.000389,6,0.003125,19
P_538e8aa09f4aff15,1.32529,0.000394,7,0.000852,6
P_338e8a442fc6b355,28.8544,0.000413,8,0.000316,8
P_1734ad262facf71f,3.44937,0.000402,5,0.000289,5
P_5dca3a65846dc8a6,10000
-----
  3,0.000892,19,0.000804,19
P_4dc45c43772b5583,-5239.11,0.000509,7,0.000356,7
P_7629e81f67f5aa0a,63.5013,0.000461,7,0.000399,12
P_4129cdbf47ff74e,10.0358,0.000412,6,0.000528,6
P_79db32a3bd518916,-4.09498,0.000485,8,0.016112,77
P_7ba54870f9955a44,-0.773589,0.000444,8,0.00063,6
P_6ad7f1f537ea7d4a,-0.224059,0.000328,5,0.000533,4
P_453ee61b4a392628,148.439,0.000553,6,0.001314,6
P_2755c225e2381c2f,-3336.64,0.000345,5,0.000298,5
P_5c94bc65d6a5254,-0.646329,0.000365,6,0.000298,5
P_38ed4e2093bd8b7e,-1.08308,0.000358,5,0.000518,5
P_571e50eda33ebce6,0.470162,0.022132,559,0.001921,7
P_3035e976410d85ff,0.935532,0.000365,5,0.002519,10
P_52cb00726dafd64c,11219.,0.00038,4,0.035654,1500
P_2d717c26c91d441d,-0.086476,0.101297,1500,0.000676,3
P_79db32a3bd518916,-0.760983,0.0004,6,0.009286,43
P_632be6a899d005c8,-1.67614,0.000446,5,0.000333,5
P_155c32f4ae9512d2,96.5258,0.000338,6,0.000465,15
P_1babec2d41ca3e0e,77.9977,0.000346,6,0.000249,6
P_5f0de3c500ec67,-4.87566,0.000349,5,0.001059,5
P_6cced621490561d0,0.972624,0.000415,5,0.000312,5
P_22a97b2fdc1bf2b9,0.121622,0.000646,11,0.133064,1500
P_188756fcc1d8a479,-6250.81,0.000909,21,0.000784,21
P_3ee7ce4e6c5ecda1,741.9,0.000394,7,0.000363,7
P_398b2d1cf056095f,3.92275,0.077726,1500,0.348343,1500
P_239b8a6efa241456,31.9549,0.001079,28,0.039595,1500
P_2bf66c0c47bd2f59,-1.27357,0.019549,548,0.000494,6
P_1734ad262facf71f,2.7057,0.000478,6,0.000318,6
P_975a145410dd91,1853.82,0.000455,8,0.00033,8
P_3e3bdb4d89f9ef09,1.48699,0.000424,6,0.001675,20
P_f3c151a17304418,3328.81,0.00048,8,0.00035,8
P_6cb470d3e1b79d99,75.3732,0.000671,14,0.00028,7
P_544de9b76fc3d5e3,10000,0.000446,7,0.000721,6
P_296c893417f4640f,2.96891,0.000419,6,0.00055,6
P_33b4eb43c6fb89fa,1.33228,0.000488,7,0.001257,6
P_68d961e9247bc53c,1.45195,0.004251,119,0.000559,7
P_157ac4730b0de7b3,0.2619,0.000926,16,0.001398,13
P_4bd26061dc225ff9,0.456959,0.000768,16,0.000507,6
P_46c9bcfe5de8ccc4,3.0238,0.048134,1500,0.000462,6
P_490273d8d26f6180,-12.0697,0.000478,7,0.000786,7
P_13fb43469dd07931,118.769,0.000428,8,0.000278,6
P_38a74833335b6c8f,0.0880338,0.000421,6,0.000466,5
P_2aa89af5cf835080,23223.3,0.049526,1500,0.035808,1500
P_544de9b76fc3d5e3,  27500
-(-----)
    3,0.000497,7,0.00084,7
P_26c7c3501361a0b9,-2086.53,0.002162,56,0.000419,7
P_4bd26061dc225ff9,0.26656,0.000542,11,0.000509,6
P_4fcdf184b3a38386,2.62691,0.001596,33,0.002972,33
P_77c894cae29c41f4,57.3527,0.000371,7,0.000285,7
P_47627d6703e237ab,4.41223,0.000428,8,0.000473,6
P_6818c0f16656a3b5,87.4847,0.000408,8,0.000301,8
P_6ccfe50efde89153,36.0792,0.000312,5,0.000243,5
P_68d961e9247bc53c,0.544479,0.00172,45,0.000546,7
P_1babec2d41ca3e0e,33.4201,0.000373,7,0.000319,9
P_155c32f4ae9512d2,73.9751,0.000368,7,0.000563,19
P_39a7bcb71550a951,7083.54,0.002939,79,0.001387,31
P_53d1edba8427a44f,  5000
-(----)
   3,0.000473,7,0.000759,7
P_11d54e57b5b1b7d0,7514.93,0.00033,5,0.000233,5
P_32b2e9a02c7ab470,38.4964,0.048777,1500,0.038149,1500
P_1ed02a5809cee69e,23.6897,0.000453,9,0.000348,9
P_208c5de0c569e162,5.99318,0.000369,7,0.000284,7
P_5377d8cf75ab7e21,-0.765337,0.000512,7,0.001881,9
P_cfba8bb423cc801,-13.1459,0.000428,6,0.001342,6
P_24af5bff6329ef81,1.95807,0.000469,9,0.000502,6
P_73c55251ad061a66,19.409,0.00041,8,0.000349,8
P_159b656ae45a5ba5,-1.08865,0.000393,5,0.000353,6
P_59e860a961394ca4,-4.23443,0.053647,1500,0.049326,1500
P_4607cfd44e287c55,0.316495,0.0005,8,0.000577,6
P_45c1bd926bea83d3,9583.22,0.002406,65,0.002786,73
P_1919539b83003370,0.271474,0.000517,8,0.000888,9
P_44950a809fe20184,22.0788,0.0004,7,0.000322,6
P_544de9b76fc3d5e3,5000
----
 3,0.000537,9,0.000997,9
P_2f78fde2e9dd4115,26.5918,0.000368,7,0.000272,7
P_1734ad262facf71f,3.24655,0.000399,5,0.000288,5
P_11928912341dc577,  17500
-(-----)
    3,0.000649,13,0.000673,13
P_700de3d34f6e6407,  10000
-(-----)
    3,0.000755,14,0.001465,14
P_7e12f8178121d2e,0.115896,0.000532,11,0.000657,6
P_2acd27603a6bd44,2500
----
 3,0.00038,6,0.000373,6
P_700de3d34f6e6407,  25000
-(-----)
    3,0.000938,22,0.002152,22
P_66d9095ccfab3eca,78.4506,0.0005,11,0.000377,11
P_6c4758cc2fe36893,1.33427,0.00049,9,0.00051,6
P_5848060912b7e0f0,10000,0.002649,63,0.004302,63
P_296c893417f4640f,1.59488,0.000449,7,0.000616,7
P_7722d21d2e809357,0.118455,0.065945,1500,0.439767,1500
P_5ff9bacb7004ad70,2.98799,0.000435,6,0.000492,6
P_36a4f341dec61016,16.5969,0.000423,6,0.000893,6
P_7ea296c3b3b11b90,58.1985,0.000649,14,0.000438,14
P_6ca305fe9daed22a,-0.746661,0.000353,3,0.001108,7
P_1f8ee3cff5b90a74,4165.49,0.000557,7,0.000534,7
P_7f6508557fcc0299,  25000
-(-----)
    3,0.000382,5,0.000263,5
P_9daf33d99847937,69.1297,0.048878,1500,0.036225,1500
P_4dc45c43772b5583,-6191.29,0.000481,7,0.000354,7
P_7b39c2bf10c8e206,-2382.14,0.000337,5,0.000391,5
P_345d4c06bd445e7e,20000
-----
  3,0.000537,7,0.000488,7
P_77548787e24ebf6a,3753.2,0.012093,275,0.03465,794
P_668ff5f87e3d2e6,10000,0.002754,59,0.0059,59
P_208e6fdb6084382a,78.2007,0.000378,7,0.000274,7
P_5308297c687e8c07,-12.8881,0.000962,19,0.114436,611
P_1c46894ea0b616f3,1.10909,0.049456,1500,0.071446,1500
P_188756fcc1d8a479,-418.749,0.000485,9,0.000409,9
P_6cced621490561d0,-7.27502,0.000425,5,0.000316,5
P_36a677eb2560ef4b,11.3717,0.00092,24,0.000382,8
P_45b8ecd03a5d25a8,12.4372,0.000345,6,0.000286,6
P_49e5fb475197a39d,  27500
-(-----)
    3,0.0005,8,0.000644,8
P_46a963189f2a723e,-3.71156,0.000547,7,0.000946,7
P_7722d21d2e809357,0.219033,0.000549,8,0.003494,10
P_7ba54870f9955a44,-0.850948,0.000504,10,0.000637,6
P_6818c0f16656a3b5,39.5853,0.000311,5,0.000223,5
P_6cced621490561d0,-5.21311,0.000408,5,0.000306,5
P_989ea68f98e618c,2.00677,0.00038,7,0.000438,5
P_63833f6b691dd7bd,0.0831945,0.000439,6,0.000588,6
P_4ca971d3e04f36e5,-1662.02,0.000457,7,0.000407,7
P_208e6fdb6084382a,81.5438,0.000336,6,0.000254,6
P_76016361889e9b12,-0.0253248,0.000393,7,0.000624,6
P_7215fd25bfff5e58,21.6249,0.001115,30,0.000833,30
P_3d3172ce9768f7ff,7083.33,0.000452,7,0.000355,7
P_7bda93f7fbb804ce,-0.155431,0.001278,31,0.032397,377
P_38a74833335b6c8f,0.137274,0.000727,11,0.000845,10
P_11d54e57b5b1b7d0,23083.4,0.000488,10,0.000348,10
P_227cde5f10e049cd,-0.632696,0.000329,4,0.000527,4
P_322aebbf8cf96037,0.454274,0.000423,5,0.000913,8
P_1272cfcf0115978f,-12.4533,0.000421,6,0.000575,6
P_2d5a883d2929d915,-3.4039,0.000413,6,0.001437,6
P_64682e05c8c9d6c4,15898.6,0.000434,7,0.000271,7
P_5c72070d7a6203ce,1.3826,0.000371,7,0.000431,5
P_4b70e3e0da7689d5,25000
-----
  3,0.000331,4,0.000601,4
P_5848060912b7e0f0,7500,0.002318,54,0.003757,54
P_171d502605a1514d,14.891,0.074265,1500,0.009617,33
P_3035e976410d85ff,1.93139,0.000366,5,0.002865,12
P_46590e06d4a4b95a,0.766643,0.000423,7,0.000298,5
P_6a071ad852d09cba,  10000
-(-----)
    3,0.000526,9,0.034138,690
P_700d90135dacc96f,-0.288973,0.000317,5,0.000446,5
P_14221c72c9a50719,7038.89,0.000427,8,0.000295,8
P_559856b1a0a34d54,-2500,0.000562,10,0.000929,8
P_188756fcc1d8a479,-2.17315,0.00055,11,0.000455,9
P_6cced621490561d0,-4.5258,0.00037,4,0.000272,4
P_421a5658dcc43d99,-0.595077,0.001575,41,0.000621,8
P_188756fcc1d8a479,-9583.42,0.001003,24,0.000896,24
P_338e8a442fc6b355,39.0439,0.048254,1500,0.038425,1500
